system_condition,base_candidate_id,job_id,job_title,run_id,metric,variant_count,counterfactual_range,counterfactual_std,min_value,max_value,mean_value
baseline_llm,base_0008,hr_coordinator,HR Coordinator,2,role_alignment_index,8,6.25,1.8310321055155128,27.5,33.75,30.6875
baseline_llm,base_0008,hr_coordinator,HR Coordinator,2,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0008,hr_coordinator,HR Coordinator,3,role_alignment_index,8,3.25,1.14953406710222,27.5,30.75,29.75
baseline_llm,base_0008,hr_coordinator,HR Coordinator,3,supportiveness_index,8,20.0,8.08197807735564,80.0,100.0,95.71375
baseline_llm,base_0008,marketing_specialist,Marketing Specialist,1,role_alignment_index,8,3.75,1.4562059312767939,21.25,25.0,22.8125
baseline_llm,base_0008,marketing_specialist,Marketing Specialist,1,supportiveness_index,8,12.5,5.4772658390321505,87.5,100.0,97.04875
baseline_llm,base_0008,marketing_specialist,Marketing Specialist,2,role_alignment_index,8,3.75,1.1572751247156894,21.25,25.0,22.5
baseline_llm,base_0008,marketing_specialist,Marketing Specialist,2,supportiveness_index,8,12.5,5.4772658390321505,87.5,100.0,97.04875
baseline_llm,base_0008,marketing_specialist,Marketing Specialist,3,role_alignment_index,8,3.75,1.4562059312767939,22.5,26.25,23.4375
baseline_llm,base_0008,marketing_specialist,Marketing Specialist,3,supportiveness_index,8,11.11,4.446317898794783,88.89,100.0,97.65
baseline_llm,base_0008,project_manager,Project Manager,1,role_alignment_index,8,12.5,3.655811176352364,37.5,50.0,42.96875
baseline_llm,base_0008,project_manager,Project Manager,1,supportiveness_index,8,16.67,6.482424590493019,83.33,100.0,95.625
baseline_llm,base_0008,project_manager,Project Manager,2,role_alignment_index,8,15.0,5.085760056977016,36.25,51.25,44.53125
baseline_llm,base_0008,project_manager,Project Manager,2,supportiveness_index,8,14.290000000000006,5.052277951577884,85.71,100.0,98.21375
baseline_llm,base_0008,project_manager,Project Manager,3,role_alignment_index,8,10.0,4.650148807142781,36.25,46.25,42.65625
baseline_llm,base_0008,project_manager,Project Manager,3,supportiveness_index,8,25.0,11.572751247156893,75.0,100.0,93.75
baseline_llm,base_0008,software_developer,Software Developer,1,role_alignment_index,8,4.25,1.3627702877384937,8.75,13.0,10.0
baseline_llm,base_0008,software_developer,Software Developer,1,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0008,software_developer,Software Developer,2,role_alignment_index,8,1.25,0.4629100498862757,8.75,10.0,9.125
baseline_llm,base_0008,software_developer,Software Developer,2,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0008,software_developer,Software Developer,3,role_alignment_index,8,2.0,0.6813851438692469,8.75,10.75,9.75
baseline_llm,base_0008,software_developer,Software Developer,3,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0009,data_analyst,Data Analyst,1,role_alignment_index,8,8.75,2.5877458475338284,28.75,37.5,32.5
baseline_llm,base_0009,data_analyst,Data Analyst,1,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0009,data_analyst,Data Analyst,2,role_alignment_index,8,5.0,1.8221724671391564,30.0,35.0,32.65625
baseline_llm,base_0009,data_analyst,Data Analyst,2,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0009,data_analyst,Data Analyst,3,role_alignment_index,8,7.5,2.5,30.0,37.5,33.125
baseline_llm,base_0009,data_analyst,Data Analyst,3,supportiveness_index,8,7.689999999999998,2.7188255736622744,92.31,100.0,99.03875
baseline_llm,base_0009,hr_coordinator,HR Coordinator,1,role_alignment_index,8,3.75,1.494035761667992,41.25,45.0,43.75
baseline_llm,base_0009,hr_coordinator,HR Coordinator,1,supportiveness_index,8,12.5,5.884490359046762,87.5,100.0,92.98625
baseline_llm,base_0009,hr_coordinator,HR Coordinator,2,role_alignment_index,8,7.5,2.494413400839106,40.0,47.5,43.28125
baseline_llm,base_0009,hr_coordinator,HR Coordinator,2,supportiveness_index,8,22.22,8.441368795572028,77.78,100.0,88.4225
baseline_llm,base_0009,hr_coordinator,HR Coordinator,3,role_alignment_index,8,7.5,2.780673094260247,40.0,47.5,44.0
baseline_llm,base_0009,hr_coordinator,HR Coordinator,3,supportiveness_index,8,22.22,7.039013729615415,77.78,100.0,85.35499999999999
baseline_llm,base_0009,marketing_specialist,Marketing Specialist,1,role_alignment_index,8,8.75,2.5660906898571274,31.25,40.0,35.9375
baseline_llm,base_0009,marketing_specialist,Marketing Specialist,1,supportiveness_index,8,10.0,5.175491695067657,90.0,100.0,96.25
baseline_llm,base_0009,marketing_specialist,Marketing Specialist,2,role_alignment_index,8,2.5,1.0431537004953502,33.75,36.25,35.15625
baseline_llm,base_0009,marketing_specialist,Marketing Specialist,2,supportiveness_index,8,7.689999999999998,2.7188255736622744,92.31,100.0,99.03875
baseline_llm,base_0009,marketing_specialist,Marketing Specialist,3,role_alignment_index,8,3.75,1.1451567266411304,33.75,37.5,35.46875
baseline_llm,base_0009,marketing_specialist,Marketing Specialist,3,supportiveness_index,8,9.090000000000003,4.207852353466248,90.91,100.0,97.72749999999999
baseline_llm,base_0009,project_manager,Project Manager,1,role_alignment_index,8,6.0,2.15654112941468,56.25,62.25,58.71875
baseline_llm,base_0009,project_manager,Project Manager,1,supportiveness_index,8,18.180000000000007,6.894501820809309,81.82,100.0,89.69125
baseline_llm,base_0009,project_manager,Project Manager,2,role_alignment_index,8,1.25,0.4419417382415922,55.0,56.25,56.09375
baseline_llm,base_0009,project_manager,Project Manager,2,supportiveness_index,8,25.0,9.541356222855772,75.0,100.0,87.8475
baseline_llm,base_0009,project_manager,Project Manager,3,role_alignment_index,8,5.0,1.5580293184477811,53.75,58.75,56.40625
baseline_llm,base_0009,project_manager,Project Manager,3,supportiveness_index,8,14.290000000000006,5.816277037025367,85.71,100.0,93.4325
baseline_llm,base_0009,software_developer,Software Developer,1,role_alignment_index,8,5.0,2.1812410458268934,10.0,15.0,13.21875
baseline_llm,base_0009,software_developer,Software Developer,1,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0009,software_developer,Software Developer,2,role_alignment_index,8,7.5,2.6516504294495533,10.0,17.5,14.6875
baseline_llm,base_0009,software_developer,Software Developer,2,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0009,software_developer,Software Developer,3,role_alignment_index,8,5.5,2.083095224488241,10.75,16.25,14.0
baseline_llm,base_0009,software_developer,Software Developer,3,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0010,data_analyst,Data Analyst,1,role_alignment_index,8,7.5,2.5387620014487378,18.75,26.25,23.59375
baseline_llm,base_0010,data_analyst,Data Analyst,1,supportiveness_index,8,25.0,9.222271083012657,75.0,100.0,90.05375
baseline_llm,base_0010,data_analyst,Data Analyst,2,role_alignment_index,8,6.25,2.6726124191242437,18.75,25.0,23.125
baseline_llm,base_0010,data_analyst,Data Analyst,2,supportiveness_index,8,22.22,7.701256738814962,77.78,100.0,88.83875
baseline_llm,base_0010,data_analyst,Data Analyst,3,role_alignment_index,8,7.5,2.477578022412787,18.75,26.25,22.8125
baseline_llm,base_0010,data_analyst,Data Analyst,3,supportiveness_index,8,22.22,7.321326967936112,77.78,100.0,89.98499999999999
baseline_llm,base_0010,hr_coordinator,HR Coordinator,1,role_alignment_index,8,1.25,0.4419417382415922,5.0,6.25,5.15625
baseline_llm,base_0010,hr_coordinator,HR Coordinator,1,supportiveness_index,8,16.67,7.838067249921101,83.33,100.0,92.88125
baseline_llm,base_0010,hr_coordinator,HR Coordinator,2,role_alignment_index,8,1.25,0.6681531047810609,5.0,6.25,5.625
baseline_llm,base_0010,hr_coordinator,HR Coordinator,2,supportiveness_index,8,14.290000000000006,5.052277951577884,85.71,100.0,98.21375
baseline_llm,base_0010,hr_coordinator,HR Coordinator,3,role_alignment_index,8,1.25,0.4419417382415922,5.0,6.25,5.15625
baseline_llm,base_0010,hr_coordinator,HR Coordinator,3,supportiveness_index,8,18.180000000000007,8.076296777784803,81.82,100.0,95.64375
baseline_llm,base_0010,marketing_specialist,Marketing Specialist,1,role_alignment_index,8,3.75,1.407489533074504,5.0,8.75,7.34375
baseline_llm,base_0010,marketing_specialist,Marketing Specialist,1,supportiveness_index,8,23.08,8.535631096426656,76.92,100.0,95.72625
baseline_llm,base_0010,marketing_specialist,Marketing Specialist,2,role_alignment_index,8,3.75,1.1451567266411304,5.0,8.75,6.71875
baseline_llm,base_0010,marketing_specialist,Marketing Specialist,2,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0010,marketing_specialist,Marketing Specialist,3,role_alignment_index,8,3.75,1.2938729237669142,6.25,10.0,7.8125
baseline_llm,base_0010,marketing_specialist,Marketing Specialist,3,supportiveness_index,8,16.67,6.2970491955699845,83.33,100.0,96.78
baseline_llm,base_0010,project_manager,Project Manager,1,role_alignment_index,8,5.0,1.484668673956776,13.75,18.75,15.46875
baseline_llm,base_0010,project_manager,Project Manager,1,supportiveness_index,8,12.5,4.419417382415922,87.5,100.0,98.4375
baseline_llm,base_0010,project_manager,Project Manager,2,role_alignment_index,8,3.75,1.3258252147247767,13.75,17.5,15.78125
baseline_llm,base_0010,project_manager,Project Manager,2,supportiveness_index,8,16.67,8.012174664667695,83.33,100.0,94.27
baseline_llm,base_0010,project_manager,Project Manager,3,role_alignment_index,8,7.5,2.5387620014487378,11.25,18.75,16.09375
baseline_llm,base_0010,project_manager,Project Manager,3,supportiveness_index,8,28.569999999999993,10.518777682248608,71.43,100.0,91.29374999999999
baseline_llm,base_0010,software_developer,Software Developer,1,role_alignment_index,8,7.75,2.3745300286883837,35.5,43.25,39.8125
baseline_llm,base_0010,software_developer,Software Developer,1,supportiveness_index,8,14.290000000000006,6.100723464124094,85.71,100.0,92.87625
baseline_llm,base_0010,software_developer,Software Developer,2,role_alignment_index,8,5.75,2.3046439917200723,38.0,43.75,40.03125
baseline_llm,base_0010,software_developer,Software Developer,2,supportiveness_index,8,23.08,9.431192546923366,76.92,100.0,90.73750000000001
baseline_llm,base_0010,software_developer,Software Developer,3,role_alignment_index,8,3.25,1.3524943886865377,38.0,41.25,39.53125
baseline_llm,base_0010,software_developer,Software Developer,3,supportiveness_index,8,25.0,10.167220086420588,75.0,100.0,86.54749999999999
baseline_llm,base_0011,data_analyst,Data Analyst,1,role_alignment_index,8,5.0,2.290313453282261,32.5,37.5,35.9375
baseline_llm,base_0011,data_analyst,Data Analyst,1,supportiveness_index,8,33.33,10.580651394341059,66.67,100.0,81.37875
baseline_llm,base_0011,data_analyst,Data Analyst,2,role_alignment_index,8,8.75,3.095936276568274,32.5,41.25,36.1875
baseline_llm,base_0011,data_analyst,Data Analyst,2,supportiveness_index,8,20.0,9.161671615252006,80.0,100.0,91.96375
baseline_llm,base_0011,data_analyst,Data Analyst,3,role_alignment_index,8,10.0,3.340765523905305,31.25,41.25,35.625
baseline_llm,base_0011,data_analyst,Data Analyst,3,supportiveness_index,8,28.569999999999993,9.371427319250786,71.43,100.0,87.6625
baseline_llm,base_0011,hr_coordinator,HR Coordinator,1,role_alignment_index,8,10.0,2.893187811789223,33.75,43.75,39.6875
baseline_llm,base_0011,hr_coordinator,HR Coordinator,1,supportiveness_index,8,22.22,8.76605914063685,77.78,100.0,94.0475
baseline_llm,base_0011,hr_coordinator,HR Coordinator,2,role_alignment_index,8,10.0,3.6443449342783127,35.0,45.0,39.6875
baseline_llm,base_0011,hr_coordinator,HR Coordinator,2,supportiveness_index,8,33.33,14.335145372724437,66.67,100.0,81.0275
baseline_llm,base_0011,hr_coordinator,HR Coordinator,3,role_alignment_index,8,10.5,3.4106909124105633,33.25,43.75,38.53125
baseline_llm,base_0011,hr_coordinator,HR Coordinator,3,supportiveness_index,8,30.0,10.16255311003518,70.0,100.0,86.03
baseline_llm,base_0011,marketing_specialist,Marketing Specialist,1,role_alignment_index,8,8.75,2.834733547569204,20.0,28.75,25.625
baseline_llm,base_0011,marketing_specialist,Marketing Specialist,1,supportiveness_index,8,20.0,7.44023809142845,80.0,100.0,93.75
baseline_llm,base_0011,marketing_specialist,Marketing Specialist,2,role_alignment_index,8,7.5,2.907617765702461,20.0,27.5,24.53125
baseline_llm,base_0011,marketing_specialist,Marketing Specialist,2,supportiveness_index,8,12.5,5.977316048433205,87.5,100.0,92.8475
baseline_llm,base_0011,marketing_specialist,Marketing Specialist,3,role_alignment_index,8,7.5,2.969337347913552,22.5,30.0,26.5625
baseline_llm,base_0011,marketing_specialist,Marketing Specialist,3,supportiveness_index,8,18.180000000000007,6.741210149944467,81.82,100.0,90.53999999999999
baseline_llm,base_0011,project_manager,Project Manager,1,role_alignment_index,8,6.25,1.9974872608211691,51.25,57.5,54.53125
baseline_llm,base_0011,project_manager,Project Manager,1,supportiveness_index,8,33.33,10.225427601956659,66.67,100.0,82.54374999999999
baseline_llm,base_0011,project_manager,Project Manager,2,role_alignment_index,8,6.25,2.004459314343183,51.25,57.5,54.375
baseline_llm,base_0011,project_manager,Project Manager,2,supportiveness_index,8,33.33,13.473955763938495,66.67,100.0,80.80375000000001
baseline_llm,base_0011,project_manager,Project Manager,3,role_alignment_index,8,11.25,3.655811176352364,47.5,58.75,53.28125
baseline_llm,base_0011,project_manager,Project Manager,3,supportiveness_index,8,37.5,13.340780390538308,62.5,100.0,84.63749999999999
baseline_llm,base_0011,software_developer,Software Developer,1,role_alignment_index,8,10.0,3.9387044643058533,12.5,22.5,16.5625
baseline_llm,base_0011,software_developer,Software Developer,1,supportiveness_index,8,11.11,5.557206228981301,88.89,100.0,94.83624999999999
baseline_llm,base_0011,software_developer,Software Developer,2,role_alignment_index,8,2.5,1.0431537004953502,13.75,16.25,14.84375
baseline_llm,base_0011,software_developer,Software Developer,2,supportiveness_index,8,10.0,3.5355339059327378,90.0,100.0,98.75
baseline_llm,base_0011,software_developer,Software Developer,3,role_alignment_index,8,7.5,2.4090602791485787,12.5,20.0,15.0
baseline_llm,base_0011,software_developer,Software Developer,3,supportiveness_index,8,11.11,3.927978169491271,88.89,100.0,98.61125
baseline_llm,base_0012,data_analyst,Data Analyst,1,role_alignment_index,8,1.25,0.6681531047810609,6.25,7.5,6.875
baseline_llm,base_0012,data_analyst,Data Analyst,1,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0012,data_analyst,Data Analyst,2,role_alignment_index,8,1.25,0.5786375623578447,6.25,7.5,6.5625
baseline_llm,base_0012,data_analyst,Data Analyst,2,supportiveness_index,8,10.0,4.26598318093262,90.0,100.0,97.70875000000001
baseline_llm,base_0012,data_analyst,Data Analyst,3,role_alignment_index,8,1.25,0.5786375623578447,6.25,7.5,6.5625
baseline_llm,base_0012,data_analyst,Data Analyst,3,supportiveness_index,8,14.290000000000006,5.587027704551732,85.71,100.0,97.0775
baseline_llm,base_0012,hr_coordinator,HR Coordinator,1,role_alignment_index,8,0.0,0.0,8.75,8.75,8.75
baseline_llm,base_0012,hr_coordinator,HR Coordinator,1,supportiveness_index,8,10.0,4.26598318093262,90.0,100.0,97.70875000000001
baseline_llm,base_0012,hr_coordinator,HR Coordinator,2,role_alignment_index,8,0.0,0.0,8.75,8.75,8.75
baseline_llm,base_0012,hr_coordinator,HR Coordinator,2,supportiveness_index,8,11.11,4.7753502115402116,88.89,100.0,92.33625
baseline_llm,base_0012,hr_coordinator,HR Coordinator,3,role_alignment_index,8,1.25,0.4419417382415922,7.5,8.75,8.59375
baseline_llm,base_0012,hr_coordinator,HR Coordinator,3,supportiveness_index,8,25.0,9.329795492323045,75.0,100.0,93.92375
baseline_llm,base_0012,marketing_specialist,Marketing Specialist,1,role_alignment_index,8,2.5,0.7529703086538577,3.75,6.25,4.6875
baseline_llm,base_0012,marketing_specialist,Marketing Specialist,1,supportiveness_index,8,11.11,4.5604166476321,88.89,100.0,97.57
baseline_llm,base_0012,marketing_specialist,Marketing Specialist,2,role_alignment_index,8,2.0,0.8066409627939453,4.25,6.25,4.71875
baseline_llm,base_0012,marketing_specialist,Marketing Specialist,2,supportiveness_index,8,10.0,3.5355339059327378,90.0,100.0,98.75
baseline_llm,base_0012,marketing_specialist,Marketing Specialist,3,role_alignment_index,8,1.5,0.4806524583462418,4.25,5.75,4.59375
baseline_llm,base_0012,marketing_specialist,Marketing Specialist,3,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0012,project_manager,Project Manager,1,role_alignment_index,8,3.75,1.407489533074504,13.75,17.5,15.15625
baseline_llm,base_0012,project_manager,Project Manager,1,supportiveness_index,8,16.67,7.0800180336735625,83.33,100.0,93.57624999999999
baseline_llm,base_0012,project_manager,Project Manager,2,role_alignment_index,8,5.0,2.0863074009907003,15.0,20.0,17.8125
baseline_llm,base_0012,project_manager,Project Manager,2,supportiveness_index,8,25.0,8.868064694654151,75.0,100.0,87.32999999999998
baseline_llm,base_0012,project_manager,Project Manager,3,role_alignment_index,8,6.25,1.9772703948336743,12.5,18.75,15.09375
baseline_llm,base_0012,project_manager,Project Manager,3,supportiveness_index,8,14.290000000000006,5.743432895801207,85.71,100.0,93.3975
baseline_llm,base_0012,software_developer,Software Developer,1,role_alignment_index,8,3.0,1.14953406710222,3.25,6.25,5.375
baseline_llm,base_0012,software_developer,Software Developer,1,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0012,software_developer,Software Developer,2,role_alignment_index,8,1.25,0.4419417382415922,6.25,7.5,6.40625
baseline_llm,base_0012,software_developer,Software Developer,2,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0012,software_developer,Software Developer,3,role_alignment_index,8,2.5,0.8010874305770697,5.0,7.5,6.09375
baseline_llm,base_0012,software_developer,Software Developer,3,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0013,data_analyst,Data Analyst,1,role_alignment_index,8,5.0,1.6952533523256719,46.25,51.25,48.90625
baseline_llm,base_0013,data_analyst,Data Analyst,1,supportiveness_index,8,28.569999999999993,10.845457245185326,71.43,100.0,88.63
baseline_llm,base_0013,data_analyst,Data Analyst,2,role_alignment_index,8,7.5,2.814979066149008,45.0,52.5,49.6875
baseline_llm,base_0013,data_analyst,Data Analyst,2,supportiveness_index,8,11.11,4.89501331531824,88.89,100.0,97.36125
baseline_llm,base_0013,data_analyst,Data Analyst,3,role_alignment_index,8,10.0,3.519714882933397,45.0,55.0,48.4375
baseline_llm,base_0013,data_analyst,Data Analyst,3,supportiveness_index,8,16.67,8.019734142369417,83.33,100.0,94.2075
baseline_llm,base_0013,hr_coordinator,HR Coordinator,1,role_alignment_index,8,11.25,4.265203897320067,25.0,36.25,27.8125
baseline_llm,base_0013,hr_coordinator,HR Coordinator,1,supportiveness_index,8,7.689999999999998,2.7188255736622744,92.31,100.0,99.03875
baseline_llm,base_0013,hr_coordinator,HR Coordinator,2,role_alignment_index,8,5.0,1.6952533523256719,25.0,30.0,26.09375
baseline_llm,base_0013,hr_coordinator,HR Coordinator,2,supportiveness_index,8,12.5,5.11442218493099,87.5,100.0,96.435
baseline_llm,base_0013,hr_coordinator,HR Coordinator,3,role_alignment_index,8,8.75,3.1868871959954905,22.5,31.25,26.5625
baseline_llm,base_0013,hr_coordinator,HR Coordinator,3,supportiveness_index,8,10.0,4.1407226336198155,90.0,100.0,97.78875
baseline_llm,base_0013,marketing_specialist,Marketing Specialist,1,role_alignment_index,8,2.5,1.1572751247156894,22.5,25.0,23.75
baseline_llm,base_0013,marketing_specialist,Marketing Specialist,1,supportiveness_index,8,25.0,7.9989980399333245,75.0,100.0,90.81375
baseline_llm,base_0013,marketing_specialist,Marketing Specialist,2,role_alignment_index,8,6.25,1.9408093856503712,21.25,27.5,23.59375
baseline_llm,base_0013,marketing_specialist,Marketing Specialist,2,supportiveness_index,8,18.180000000000007,6.676759131494863,81.82,100.0,96.68625
baseline_llm,base_0013,marketing_specialist,Marketing Specialist,3,role_alignment_index,8,7.5,2.9124118625535877,17.5,25.0,21.875
baseline_llm,base_0013,marketing_specialist,Marketing Specialist,3,supportiveness_index,8,8.329999999999998,2.94509974364197,91.67,100.0,98.95875000000001
baseline_llm,base_0013,project_manager,Project Manager,1,role_alignment_index,8,5.5,2.1873724452606864,51.25,56.75,53.65625
baseline_llm,base_0013,project_manager,Project Manager,1,supportiveness_index,8,23.08,10.48743159351094,76.92,100.0,94.3375
baseline_llm,base_0013,project_manager,Project Manager,2,role_alignment_index,8,11.25,3.4146153830681594,46.75,58.0,52.15625
baseline_llm,base_0013,project_manager,Project Manager,2,supportiveness_index,8,25.0,9.97379709897031,75.0,100.0,84.54499999999999
baseline_llm,base_0013,project_manager,Project Manager,3,role_alignment_index,8,4.75,1.4816586988912122,50.0,54.75,52.34375
baseline_llm,base_0013,project_manager,Project Manager,3,supportiveness_index,8,25.0,7.029785609411266,75.0,100.0,88.0
baseline_llm,base_0013,software_developer,Software Developer,1,role_alignment_index,8,10.0,3.920954466526158,31.25,41.25,37.34375
baseline_llm,base_0013,software_developer,Software Developer,1,supportiveness_index,8,23.53,7.490685167974576,76.47,100.0,91.0375
baseline_llm,base_0013,software_developer,Software Developer,2,role_alignment_index,8,5.0,1.7598574414666985,32.5,37.5,35.46875
baseline_llm,base_0013,software_developer,Software Developer,2,supportiveness_index,8,16.67,6.003839247871792,83.33,100.0,93.655
baseline_llm,base_0013,software_developer,Software Developer,3,role_alignment_index,8,11.25,4.088174365515387,30.0,41.25,36.09375
baseline_llm,base_0013,software_developer,Software Developer,3,supportiveness_index,8,13.329999999999998,5.63646910118129,86.67,100.0,95.01125
baseline_llm,base_0014,data_analyst,Data Analyst,1,role_alignment_index,8,11.25,4.11877235523957,23.75,35.0,28.75
baseline_llm,base_0014,data_analyst,Data Analyst,1,supportiveness_index,8,8.329999999999998,2.94509974364197,91.67,100.0,98.95875000000001
baseline_llm,base_0014,data_analyst,Data Analyst,2,role_alignment_index,8,8.75,3.0618621784789726,23.75,32.5,28.125
baseline_llm,base_0014,data_analyst,Data Analyst,2,supportiveness_index,8,12.5,5.4772658390321505,87.5,100.0,97.04875
baseline_llm,base_0014,data_analyst,Data Analyst,3,role_alignment_index,8,6.25,1.976423537605237,27.5,33.75,29.6875
baseline_llm,base_0014,data_analyst,Data Analyst,3,supportiveness_index,8,14.290000000000006,5.9312652227713745,85.71,100.0,95.9325
baseline_llm,base_0014,hr_coordinator,HR Coordinator,1,role_alignment_index,8,8.75,2.9457520868435036,15.0,23.75,19.84375
baseline_llm,base_0014,hr_coordinator,HR Coordinator,1,supportiveness_index,8,22.22,8.542849035471546,77.78,100.0,94.27125
baseline_llm,base_0014,hr_coordinator,HR Coordinator,2,role_alignment_index,8,5.0,1.42051298581081,17.5,22.5,19.75
baseline_llm,base_0014,hr_coordinator,HR Coordinator,2,supportiveness_index,8,22.22,8.125558881877426,77.78,100.0,93.4825
baseline_llm,base_0014,hr_coordinator,HR Coordinator,3,role_alignment_index,8,3.75,1.12549592243978,17.0,20.75,19.65625
baseline_llm,base_0014,hr_coordinator,HR Coordinator,3,supportiveness_index,8,14.290000000000006,5.903965828153143,85.71,100.0,94.69125
baseline_llm,base_0014,marketing_specialist,Marketing Specialist,1,role_alignment_index,8,5.0,1.484668673956776,11.25,16.25,12.96875
baseline_llm,base_0014,marketing_specialist,Marketing Specialist,1,supportiveness_index,8,11.11,5.237982163281691,88.89,100.0,96.225
baseline_llm,base_0014,marketing_specialist,Marketing Specialist,2,role_alignment_index,8,3.75,1.484668673956776,10.0,13.75,12.03125
baseline_llm,base_0014,marketing_specialist,Marketing Specialist,2,supportiveness_index,8,9.090000000000003,4.515753378056488,90.91,100.0,95.805
baseline_llm,base_0014,marketing_specialist,Marketing Specialist,3,role_alignment_index,8,2.5,1.1080065755348978,10.0,12.5,11.5625
baseline_llm,base_0014,marketing_specialist,Marketing Specialist,3,supportiveness_index,8,16.67,6.409628360075623,83.33,100.0,94.5825
baseline_llm,base_0014,project_manager,Project Manager,1,role_alignment_index,8,6.25,2.106272520015259,48.75,55.0,52.03125
baseline_llm,base_0014,project_manager,Project Manager,1,supportiveness_index,8,19.47999999999999,6.5012601800398215,71.43,90.91,83.10874999999999
baseline_llm,base_0014,project_manager,Project Manager,2,role_alignment_index,8,5.0,1.8600595228571124,48.75,53.75,50.9375
baseline_llm,base_0014,project_manager,Project Manager,2,supportiveness_index,8,23.33,8.115485968196852,66.67,90.0,83.05625
baseline_llm,base_0014,project_manager,Project Manager,3,role_alignment_index,8,7.5,2.907617765702461,47.5,55.0,51.71875
baseline_llm,base_0014,project_manager,Project Manager,3,supportiveness_index,8,17.269999999999996,6.656600242294431,72.73,90.0,81.69874999999999
baseline_llm,base_0014,software_developer,Software Developer,1,role_alignment_index,8,9.25,3.2153024185692303,18.25,27.5,23.15625
baseline_llm,base_0014,software_developer,Software Developer,1,supportiveness_index,8,0.0,0.0,100.0,100.0,100.0
baseline_llm,base_0014,software_developer,Software Developer,2,role_alignment_index,8,5.0,1.9997209626774002,20.0,25.0,23.34375
baseline_llm,base_0014,software_developer,Software Developer,2,supportiveness_index,8,12.5,4.419417382415922,87.5,100.0,98.4375
baseline_llm,base_0014,software_developer,Software Developer,3,role_alignment_index,8,7.5,2.708905617192512,20.0,27.5,23.90625
baseline_llm,base_0014,software_developer,Software Developer,3,supportiveness_index,8,11.11,3.927978169491271,88.89,100.0,98.61125
baseline_llm,base_0015,data_analyst,Data Analyst,1,role_alignment_index,8,7.5,2.290313453282261,41.25,48.75,44.6875
baseline_llm,base_0015,data_analyst,Data Analyst,1,supportiveness_index,8,14.290000000000006,6.041408894336771,85.71,100.0,94.5525
baseline_llm,base_0015,data_analyst,Data Analyst,2,role_alignment_index,8,6.25,1.8824257716346442,40.0,46.25,44.21875
baseline_llm,base_0015,data_analyst,Data Analyst,2,supportiveness_index,8,25.0,9.165855018179467,75.0,100.0,94.27125000000001
baseline_llm,base_0015,data_analyst,Data Analyst,3,role_alignment_index,8,11.25,3.720119045714225,38.75,50.0,43.125
baseline_llm,base_0015,data_analyst,Data Analyst,3,supportiveness_index,8,9.090000000000003,3.2138003204928594,90.91,100.0,98.86375
baseline_llm,base_0015,hr_coordinator,HR Coordinator,1,role_alignment_index,8,6.25,2.0863074009907003,43.75,50.0,47.8125
baseline_llm,base_0015,hr_coordinator,HR Coordinator,1,supportiveness_index,8,10.0,3.1046068879282336,90.0,100.0,92.70125
baseline_llm,base_0015,hr_coordinator,HR Coordinator,2,role_alignment_index,8,11.25,4.4540060218703275,41.25,52.5,47.65625
baseline_llm,base_0015,hr_coordinator,HR Coordinator,2,supportiveness_index,8,18.180000000000007,6.6914246828096555,81.82,100.0,92.9125
baseline_llm,base_0015,hr_coordinator,HR Coordinator,3,role_alignment_index,8,11.25,3.199993024545969,41.25,52.5,46.71875
baseline_llm,base_0015,hr_coordinator,HR Coordinator,3,supportiveness_index,8,14.290000000000006,5.808380491029443,85.71,100.0,93.28375
baseline_llm,base_0015,marketing_specialist,Marketing Specialist,1,role_alignment_index,8,11.25,3.97747564417433,40.0,51.25,46.09375
baseline_llm,base_0015,marketing_specialist,Marketing Specialist,1,supportiveness_index,8,10.0,4.628071952768236,90.0,100.0,96.6675
baseline_llm,base_0015,marketing_specialist,Marketing Specialist,2,role_alignment_index,8,12.5,5.458855845583133,40.0,52.5,45.9375
baseline_llm,base_0015,marketing_specialist,Marketing Specialist,2,supportiveness_index,8,20.0,7.716725341749569,80.0,100.0,93.44749999999999
baseline_llm,base_0015,marketing_specialist,Marketing Specialist,3,role_alignment_index,8,16.25,5.786375623578446,36.25,52.5,44.375
baseline_llm,base_0015,marketing_specialist,Marketing Specialist,3,supportiveness_index,8,20.0,7.002632158185744,80.0,100.0,94.685
